Age,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,Attrition,AgeGroup
36,Research & Development,1,Bachelor,Other,1,High,Female,High,Manufacturing Director,Medium,5228,Excellent,Low,Better,No,36-45
29,Research & Development,23,College,Life Sciences,1,High,Male,Very High,Research Scientist,High,2700,Outstanding,High,Better,No,26-35
58,Research & Development,2,Master,Life Sciences,1,High,Male,High,Research Director,Medium,19246,Excellent,Very High,Better,Yes,56-65
35,Research & Development,1,Master,Life Sciences,1,High,Female,Very High,Research Scientist,High,2506,Excellent,High,Better,No,36-45
42,Research & Development,1,College,Life Sciences,1,High,Female,Medium,Manufacturing Director,Very High,6062,Excellent,Very High,Better,No,36-45
28,Research & Development,2,Master,Medical,1,High,Male,High,Research Scientist,High,4382,Excellent,Very High,Good,Yes,26-35
36,Human Resources,13,Bachelor,Human Resources,1,High,Male,High,Human Resources,Medium,2143,Excellent,Medium,Better,No,36-45
32,Research & Development,4,Bachelor,Life Sciences,1,High,Female,Medium,Manufacturing Director,High,6162,Excellent,High,Better,No,26-35
40,Research & Development,16,Master,Medical,1,Low,Male,Medium,Laboratory Technician,High,5094,Excellent,Very High,Better,No,36-45
30,Research & Development,2,Bachelor,Medical,1,High,Female,Medium,Manufacturing Director,Very High,6877,Outstanding,Medium,Good,No,26-35
45,Research & Development,2,Bachelor,Life Sciences,1,Medium,Female,Medium,Research Scientist,High,2274,Excellent,Very High,Better,No,46-55
42,Research & Development,29,Bachelor,Life Sciences,1,Medium,Male,High,Manufacturing Director,Medium,4434,Excellent,Very High,Good,No,36-45
38,Research & Development,12,Bachelor,Life Sciences,1,Low,Male,Medium,Healthcare Representative,Low,6288,Excellent,High,Good,No,36-45
34,Research & Development,16,Master,Life Sciences,1,High,Female,Medium,Research Scientist,Very High,2553,Excellent,High,Better,No,26-35
49,Sales,11,Bachelor,Marketing,1,High,Female,High,Sales Executive,Very High,7654,Excellent,Low,Best,Yes,46-55
55,Sales,2,Below College,Medical,1,High,Male,High,Sales Executive,Very High,5160,Excellent,High,Good,Yes,56-65
43,Research & Development,14,College,Life Sciences,1,Medium,Male,High,Research Director,Low,17159,Outstanding,High,Better,No,36-45
27,Research & Development,5,Below College,Technical Degree,1,High,Male,Medium,Research Director,Very High,12808,Excellent,Medium,Better,No,26-35
35,Research & Development,7,Bachelor,Other,1,High,Male,High,Manufacturing Director,High,10221,Outstanding,Medium,Best,No,36-45
28,Sales,2,Master,Marketing,1,Medium,Female,High,Sales Executive,Medium,4779,Outstanding,Low,Better,No,26-35
34,Human Resources,3,College,Human Resources,1,High,Male,High,Human Resources,Very High,3737,Excellent,High,Bad,No,26-35
26,Research & Development,5,College,Medical,1,High,Female,Medium,Research Scientist,High,2366,Excellent,Low,Better,Yes,26-35
27,Research & Development,3,Bachelor,Medical,1,High,Male,High,Research Scientist,Very High,1706,Excellent,High,Good,No,26-35
51,Sales,26,Master,Marketing,1,Low,Female,High,Manager,High,16307,Excellent,High,Good,No,46-55
44,Research & Development,4,Bachelor,Medical,1,High,Male,High,Healthcare Representative,Medium,5933,Excellent,Very High,Good,No,36-45
25,Research & Development,2,Below College,Medical,1,Low,Male,Very High,Research Scientist,Low,3424,Excellent,High,Good,No,26-35
33,Sales,1,Bachelor,Medical,1,Low,Male,Very High,Sales Executive,Low,4037,Outstanding,Low,Better,No,26-35
35,Research & Development,27,Below College,Medical,1,High,Female,Medium,Research Scientist,Low,2559,Excellent,Very High,Good,No,36-45
36,Sales,1,College,Life Sciences,1,Medium,Male,High,Sales Executive,Very High,6201,Excellent,Very High,Good,No,36-45
32,Sales,13,Master,Life Sciences,1,Medium,Male,High,Sales Executive,Very High,4403,Excellent,High,Good,No,26-35
30,Research & Development,5,Master,Life Sciences,1,Medium,Male,Medium,Research Scientist,Very High,3761,Excellent,Medium,Good,No,26-35
53,Sales,7,College,Marketing,1,Low,Female,Medium,Sales Executive,Very High,10934,Excellent,Very High,Better,No,46-55
45,Sales,9,Bachelor,Marketing,1,High,Male,High,Sales Executive,Low,10761,Excellent,High,Better,No,46-55
32,Research & Development,8,College,Medical,1,High,Female,Very High,Research Scientist,High,5175,Excellent,High,Good,No,26-35
52,Research & Development,25,Master,Medical,1,High,Female,Medium,Manufacturing Director,Very High,13826,Outstanding,High,Better,No,46-55
37,Sales,16,Master,Marketing,1,High,Male,Medium,Sales Executive,High,6334,Excellent,Very High,Better,No,36-45
28,Human Resources,8,College,Medical,1,Medium,Male,Medium,Human Resources,Very High,4936,Excellent,Very High,Better,No,26-35
22,Research & Development,1,College,Life Sciences,1,High,Male,Medium,Manufacturing Director,Very High,4775,Outstanding,Low,Bad,No,18-25
44,Research & Development,8,Master,Life Sciences,1,Low,Male,Very High,Laboratory Technician,Very High,2818,Outstanding,High,Good,No,36-45
42,Research & Development,2,Below College,Medical,1,Medium,Male,High,Research Scientist,Very High,2515,Excellent,Very High,Better,No,36-45
36,Human Resources,8,Bachelor,Life Sciences,1,Low,Male,Medium,Human Resources,Low,2342,Outstanding,High,Better,No,36-45
25,Sales,3,Below College,Other,1,High,Male,High,Sales Executive,Low,4194,Excellent,Very High,Better,No,26-35
35,Research & Development,9,Bachelor,Life Sciences,1,High,Female,Medium,Manufacturing Director,High,10685,Outstanding,Medium,Better,No,36-45
35,Research & Development,25,Master,Life Sciences,1,High,Female,High,Research Scientist,Medium,2022,Excellent,Low,Good,Yes,36-45
32,Research & Development,1,Bachelor,Life Sciences,1,High,Male,High,Laboratory Technician,Very High,2314,Excellent,Medium,Better,No,26-35
25,Sales,4,Below College,Marketing,1,High,Male,Medium,Sales Executive,Low,4256,Excellent,Low,Best,No,26-35
49,Research & Development,1,Bachelor,Technical Degree,1,High,Female,High,Research Scientist,Low,3580,Excellent,Medium,Better,No,46-55
24,Research & Development,4,Below College,Life Sciences,1,Low,Male,Medium,Laboratory Technician,Very High,3162,Excellent,Very High,Good,No,18-25
32,Sales,5,College,Life Sciences,1,Medium,Male,High,Sales Executive,Medium,6524,Excellent,Very High,Better,No,26-35
38,Sales,9,Bachelor,Marketing,1,Medium,Male,Medium,Sales Representative,Medium,2899,Excellent,Very High,Better,No,36-45
42,Research & Development,3,Bachelor,Life Sciences,1,High,Female,Very High,Laboratory Technician,Very High,5231,Excellent,Medium,Good,No,36-45
31,Research & Development,11,Master,Life Sciences,1,High,Male,High,Research Scientist,Very High,2356,Excellent,Medium,Better,No,26-35
29,Sales,1,Bachelor,Medical,1,Medium,Female,Medium,Sales Representative,High,2800,Excellent,High,Better,Yes,26-35
53,Sales,8,Bachelor,Marketing,1,Low,Male,High,Sales Executive,Very High,11836,Excellent,High,Better,No,46-55
35,Research & Development,25,Bachelor,Technical Degree,1,High,Male,Medium,Manufacturing Director,Medium,10903,Excellent,Low,Better,No,36-45
37,Sales,21,College,Medical,1,High,Female,High,Sales Representative,Very High,2973,Excellent,Medium,Better,No,36-45
53,Research & Development,23,Master,Life Sciences,1,High,Female,High,Research Director,Very High,14275,Excellent,High,Better,No,46-55
43,Research & Development,1,Bachelor,Life Sciences,1,High,Female,High,Healthcare Representative,Very High,5562,Excellent,Medium,Good,No,36-45
47,Sales,2,College,Marketing,1,High,Female,High,Sales Executive,Very High,4537,Outstanding,Low,Better,No,46-55
37,Sales,19,College,Medical,1,Low,Male,High,Sales Executive,Medium,7642,Excellent,Very High,Better,No,36-45
50,Research & Development,2,Master,Life Sciences,1,Low,Male,High,Manager,Low,17924,Excellent,Very High,Better,No,46-55
39,Human Resources,2,Bachelor,Life Sciences,1,High,Female,Medium,Human Resources,Very High,5204,Excellent,High,Better,No,36-45
33,Human Resources,3,College,Human Resources,1,High,Male,High,Human Resources,Medium,2277,Excellent,High,Best,No,26-35
32,Research & Development,25,Master,Life Sciences,1,Low,Male,High,Laboratory Technician,Very High,2795,Outstanding,High,Bad,Yes,26-35
29,Research & Development,7,Below College,Medical,1,Low,Female,Medium,Laboratory Technician,Very High,2532,Excellent,High,Better,No,26-35
44,Research & Development,9,College,Life Sciences,1,Medium,Male,High,Research Scientist,Low,2559,Excellent,Very High,Better,No,36-45
28,Sales,5,Master,Medical,1,Low,Male,High,Sales Executive,Very High,4908,Excellent,Medium,Better,No,26-35
58,Research & Development,2,Below College,Life Sciences,1,High,Male,Medium,Laboratory Technician,Very High,2380,Excellent,Very High,Good,Yes,56-65
43,Research & Development,8,Bachelor,Life Sciences,1,Low,Female,High,Manufacturing Director,Medium,4765,Outstanding,High,Best,No,36-45
20,Sales,2,Bachelor,Medical,1,High,Female,Medium,Sales Representative,High,2044,Excellent,Very High,Good,Yes,18-25
21,Research & Development,18,Below College,Other,1,High,Female,High,Research Scientist,Very High,2693,Excellent,Low,Good,Yes,18-25
36,Research & Development,14,Below College,Life Sciences,1,High,Male,High,Healthcare Representative,Very High,6586,Excellent,Low,Good,No,36-45
47,Sales,2,Master,Life Sciences,1,High,Female,Medium,Sales Representative,Very High,3294,Excellent,Low,Good,No,46-55
22,Research & Development,3,Below College,Life Sciences,1,Medium,Female,High,Manufacturing Director,High,4171,Excellent,Low,Best,Yes,18-25
41,Research & Development,2,Master,Life Sciences,1,Medium,Female,Low,Laboratory Technician,Very High,2778,Excellent,High,Good,Yes,36-45
28,Research & Development,9,Bachelor,Medical,1,High,Female,High,Research Scientist,High,2377,Excellent,Medium,Better,No,26-35
39,Research & Development,6,Bachelor,Medical,1,High,Male,High,Laboratory Technician,Low,2404,Outstanding,Very High,Bad,Yes,36-45
27,Research & Development,4,Bachelor,Life Sciences,1,Medium,Female,High,Research Scientist,High,2318,Excellent,High,Better,No,26-35
34,Research & Development,10,Bachelor,Life Sciences,1,Medium,Male,High,Laboratory Technician,Medium,2008,Excellent,Medium,Better,No,26-35
42,Sales,14,College,Medical,1,High,Female,Medium,Sales Executive,High,6244,Excellent,Low,Better,No,36-45
33,Research & Development,1,Master,Other,1,High,Male,Medium,Research Scientist,Low,2799,Excellent,Medium,Better,No,26-35
58,Research & Development,5,Bachelor,Technical Degree,1,High,Female,Medium,Healthcare Representative,Medium,10552,Excellent,Very High,Better,No,56-65
31,Sales,7,Master,Life Sciences,1,Medium,Male,Medium,Sales Representative,High,2329,Excellent,Medium,Best,No,26-35
35,Research & Development,21,Below College,Life Sciences,1,High,Female,High,Healthcare Representative,Very High,4014,Outstanding,Very High,Bad,No,36-45
49,Research & Development,8,College,Other,1,Low,Female,High,Laboratory Technician,Medium,7403,Excellent,High,Good,No,46-55
48,Research & Development,20,Master,Medical,1,High,Male,High,Research Scientist,High,2259,Excellent,Low,Good,No,46-55
31,Sales,20,College,Marketing,1,High,Female,High,Sales Executive,High,6932,Excellent,Very High,Good,No,26-35
36,Research & Development,7,Master,Other,1,Medium,Male,High,Research Scientist,Very High,4678,Excellent,High,Better,No,36-45
38,Research & Development,1,Bachelor,Technical Degree,1,High,Female,High,Research Director,Low,13582,Excellent,Medium,Better,No,36-45
32,Research & Development,1,Bachelor,Life Sciences,1,High,Female,Medium,Laboratory Technician,Medium,2332,Outstanding,High,Better,No,26-35
25,Sales,19,College,Marketing,1,High,Male,Medium,Sales Representative,Medium,2413,Excellent,High,Better,Yes,26-35
40,Sales,10,Master,Marketing,1,Low,Male,Medium,Sales Executive,Medium,9705,Excellent,Medium,Good,No,36-45
26,Sales,1,Bachelor,Medical,1,High,Male,Medium,Sales Executive,Low,4294,Excellent,Medium,Better,No,26-35
41,Research & Development,6,Bachelor,Medical,1,High,Male,High,Laboratory Technician,Low,4721,Excellent,High,Better,No,36-45
36,Research & Development,2,Master,Medical,1,High,Male,High,Laboratory Technician,High,2519,Outstanding,High,Better,No,36-45
19,Sales,21,Bachelor,Other,1,High,Male,Medium,Sales Representative,Medium,2121,Excellent,Medium,Best,Yes,18-25
20,Research & Development,4,Bachelor,Technical Degree,1,Low,Male,High,Laboratory Technician,Low,2973,Excellent,Medium,Better,Yes,18-25
31,Research & Development,12,Bachelor,Medical,1,High,Female,High,Healthcare Representative,Very High,5855,Excellent,High,Bad,No,26-35
40,Research & Development,9,Master,Medical,1,High,Male,High,Research Scientist,Medium,3617,Excellent,Very High,Better,No,36-45
32,Research & Development,3,Master,Medical,1,High,Female,High,Manufacturing Director,Low,6725,Excellent,High,Best,No,26-35
36,Sales,3,Below College,Life Sciences,1,High,Male,Medium,Sales Executive,Very High,10325,Excellent,Low,Better,Yes,36-45
33,Research & Development,1,Bachelor,Life Sciences,1,Medium,Female,Medium,Healthcare Representative,Very High,6949,Excellent,Low,Better,No,26-35
37,Sales,1,Master,Life Sciences,1,Low,Male,Medium,Sales Executive,High,10609,Excellent,High,Bad,Yes,36-45
45,Research & Development,4,College,Life Sciences,1,High,Male,High,Laboratory Technician,Medium,4447,Excellent,Medium,Good,No,46-55
29,Sales,20,Bachelor,Technical Degree,1,High,Female,High,Sales Representative,Very High,2157,Excellent,Medium,Better,No,26-35
35,Sales,18,Bachelor,Medical,1,High,Female,High,Sales Executive,High,4601,Excellent,Medium,Better,No,36-45
52,Research & Development,1,College,Life Sciences,1,High,Male,High,Manager,Very High,17099,Excellent,Medium,Good,No,46-55
58,Research & Development,2,Bachelor,Technical Degree,1,High,Male,High,Research Scientist,High,2479,Outstanding,Low,Better,Yes,56-65
53,Sales,2,College,Medical,1,High,Male,High,Manager,High,14852,Excellent,High,Best,No,46-55
30,Sales,8,College,Other,1,High,Male,High,Sales Executive,High,7264,Excellent,Low,Best,No,26-35
38,Sales,10,Bachelor,Technical Degree,1,High,Female,High,Sales Executive,Very High,5666,Excellent,Medium,Better,No,36-45
35,Sales,3,Master,Life Sciences,1,High,Male,High,Sales Executive,Very High,7823,Excellent,Medium,Better,No,36-45
39,Sales,2,Doctor,Life Sciences,1,Low,Male,Very High,Sales Executive,High,7880,Excellent,Very High,Better,No,36-45
40,Sales,24,Bachelor,Life Sciences,1,Medium,Female,Very High,Sales Executive,Medium,13194,Excellent,Very High,Good,Yes,36-45
47,Research & Development,16,Master,Medical,1,High,Male,Very High,Manufacturing Director,High,5067,Excellent,High,Best,No,46-55
36,Sales,8,Master,Technical Degree,1,Low,Male,High,Sales Executive,Very High,5079,Excellent,Very High,Better,No,36-45
31,Research & Development,9,College,Medical,1,High,Male,Medium,Research Scientist,Low,2321,Outstanding,Low,Better,Yes,26-35
33,Sales,17,Bachelor,Life Sciences,1,High,Male,High,Manager,High,17444,Excellent,Very High,Better,No,26-35
29,Research & Development,10,Bachelor,Life Sciences,1,High,Female,Medium,Research Scientist,Low,2404,Outstanding,High,Better,Yes,26-35
33,Research & Development,13,Below College,Life Sciences,1,Medium,Female,High,Research Scientist,Very High,3452,Excellent,Low,Better,No,26-35
45,Research & Development,1,Master,Medical,1,High,Female,High,Laboratory Technician,Very High,2270,Excellent,Very High,Better,No,46-55
50,Research & Development,1,College,Medical,1,High,Male,High,Research Director,Very High,17399,Outstanding,High,Good,No,46-55
33,Research & Development,1,Master,Other,1,High,Female,Very High,Healthcare Representative,Medium,5488,Excellent,Low,Better,No,26-35
41,Research & Development,9,Bachelor,Medical,1,Low,Male,High,Research Director,High,19419,Excellent,Medium,Best,No,36-45
27,Research & Development,16,Master,Technical Degree,1,High,Female,High,Laboratory Technician,Medium,2811,Excellent,Medium,Better,No,26-35
45,Research & Development,23,College,Life Sciences,1,High,Male,High,Laboratory Technician,Low,3633,Excellent,High,Better,No,46-55
47,Sales,4,College,Life Sciences,1,High,Female,High,Sales Executive,Very High,4163,Excellent,High,Better,No,46-55
30,Research & Development,22,Bachelor,Life Sciences,1,Low,Female,High,Research Scientist,High,2132,Excellent,Medium,Better,Yes,26-35
50,Research & Development,24,Bachelor,Life Sciences,1,High,Male,High,Manufacturing Director,High,13973,Excellent,Very High,Better,No,46-55
38,Research & Development,10,Below College,Medical,1,High,Male,High,Research Scientist,High,2684,Excellent,Medium,Good,No,36-45
46,Research & Development,7,College,Medical,1,High,Male,High,Manufacturing Director,High,10845,Excellent,Medium,Better,No,46-55
